ID,Production
15,5279.2959888432315
16,6947.966213155994
20,20337.69978559511
29,18727.963017989383
34,33060.005700791284
36,4250.892194138061
40,12814.329795453874
62,45169.961803292084
65,9891.855305726436
75,30276.75789557715
85,21819.65489405325
90,596.2914675939118
98,23360.37736232105
101,11265.038223501733
109,90343.40951437171
110,265.0619202894521
111,2350.62007513393
115,1867.2747554161942
121,3309.517710096655
127,679.1274189281093
134,13900.527970409436
138,1619.2211946239695
147,1288.4162645158397
160,900.952038775223
166,1533.447271206375
168,795.1192113699611
171,85593.55508434791
179,14910.503958837418
180,53872.09712955981
184,20513.79221624245
186,3736.797994563705
190,106464.00959014865
191,7327.139724685317
196,17438.750899026218
200,978.0042331585712
205,472.0344748727373
207,99994.09572437075
210,52113.03989946802
215,13507.423661021292
218,10872.739848650508
224,-184.84296197246684
225,7332.252144527684
232,34310.20597783578
234,11002.807936305402
252,23530.111774461355
253,885.8046968045007
254,36478.0604516955
268,373.46705040591695
272,14607.406515311668
274,59534.397441658395
279,7686.903588723603
284,2991.034584054839
302,1232.6962318031706
306,15399.032314622737
312,1215.1872123528983
314,8018.382219474629
318,50283.44498779345
322,20897.405084044552
325,49373.83959470378
330,169.00035260953535
336,1571.1436897818858
345,8809.448610547888
346,39138.712725929545
358,44234.81063857807
362,16045.983369665037
369,1867.3177256778754
371,731.29124330034
376,536.4389226184746
379,2583.8530222281925
389,2754.9852543319444
391,3242.179392237064
392,5722.116173902817
393,18201.803872628032
400,8156.3031058564275
404,4485.189498535608
405,268.23630649343
414,2301.6210197151604
430,1228.9970199209854
443,1538.7723618379116
449,18215.003136942203
451,13792.63778158168
455,7139.18743465566
458,7497.371804074509
471,635.6265861259465
476,32689.583759086738
480,25814.332160678583
482,236.53772670530103
484,23540.044164797422
486,672.2206894045894
489,1656.5381467617315
491,25448.196496387063
493,615.9593023285311
495,5846.962429031258
498,1938.273467407713
499,10359.569418155921
503,20655.788198541304
509,7228.005916933259
512,1134.0539121540498
514,1325.9452716119754
517,1057.2713682721846
531,12626.617285297149
533,8302.63439503304
536,120.81587585225971
541,633.591972533031
546,671.1051419710035
562,-326.22360223044905
563,10457.225913567254
565,18134.777189486478
584,4351.9204359364985
599,3207.7523786550078
601,1053.8570746776838
613,21479.45411246963
615,2152.9931944415307
618,38521.79461357985
621,6409.918971343996
625,2467.3924230141793
630,20635.45268172805
633,2902.01372968945
635,9576.99018697915
650,1920.91806607955
654,16302.357508762081
667,926.2339230798649
668,11694.74023035944
681,9535.116083461502
688,2199.3253225812737
693,8465.85361801931
703,97618.84080564325
715,19332.06331748478
723,16838.010881184975
724,9753.712487989247
732,6680.684024177896
740,15725.897098027654
754,1100.4054912201884
757,28957.995827907653
759,17224.752883860332
761,12746.960336433218
762,18975.824243412248
769,5233.647147998317
784,114522.78986884913
785,2493.012496937379
791,6422.972630876536
797,3557.429670493784
810,2288.5843375289296
816,735.679265295103
820,2010.355612919538
832,2607.4621150054704
837,7611.477473788328
838,35928.7090503761
839,15834.12593575975
842,15114.492816386444
848,15457.459785171615
852,11842.748580441397
853,1460.5829587604258
865,28020.007431394846
871,63917.38622801343
873,2696.8418803450786
875,3088.604494720826
877,44232.61190140458
879,45332.14429510769
881,12541.511699838484
897,9923.34398104592
906,-2411.128455486713
922,16987.586111932083
933,6464.556510541741
939,1807.8489065899325
947,14989.93274695432
957,853.175254263623
966,2450.7300657750015
970,3549.1493217504185
979,2105.0934592116523
997,7114.605200894543
1006,1452.2806907593158
1007,20831.295994677068
1008,48776.85721967622
1009,2723.2980067736444
1012,43848.47135959307
1014,48847.90882941799
1015,923.2335796666656
1033,12038.476434469952
1040,10103.535757897052
1047,30269.823719202832
1050,14324.424951121095
1052,2044.013697157154
1069,20053.484355403558
1071,19957.56269832012
1072,4566.529141961278
1080,11259.626813558982
1081,8904.982139961712
1083,10636.103716515
1086,3771.20975530237
1090,186.8061245414227
1103,37449.46229715766
1105,1683.5235285951112
1112,10896.632768734748
1114,1955.9025614621735
1122,6344.427149246737
1129,82120.26497407933
1132,8877.982923519596
1133,31475.17446509355
1135,7348.624220026732
1143,11298.4929652563
1150,5122.768984772022
1165,12313.614899266353
1172,14546.047086273476
1185,3866.8687821411395
1199,281.98429281685435
1205,9439.017742849332
1211,7212.661334515151
1225,3215.0506638292222
1227,1831.8678995197035
1235,931.5418435515977
1238,15171.34085873848
1239,23647.165343003377
1241,4111.847115274945
1245,14949.64387850524
1247,4038.4494881283445
1252,1521.8457206651544
1257,2919.0118525612697
1275,424.8181177148695
1284,15231.170101128433
1285,997.981212907135
1286,3645.308855194487
1298,6550.24465456994
1300,12476.84903844356
1305,783.0976971529057
1310,10468.053451680096
1312,5699.517157994925
1317,2176.484007369612
1324,10223.130593006128
1325,6645.662841799433
1328,70721.37852045502
1348,13885.093578025324
1350,1587.7180991630792
1378,454.4016798701339
1382,1291.3432519591431
1397,187.55255623770864
1408,3079.2870223705954
1409,9151.352546454926
1413,11864.936883560194
1415,2673.481250758084
1418,9235.368855108363
1422,22904.07361468
1427,25377.124019484872
1428,11759.832377533536
1432,1101.4739443306914
1442,60000.868370276854
1447,1239.5319242705177
1450,9196.864690228042
1454,874.1820483847968
1455,17435.632224500252
1465,5805.812025709389
1470,11663.450995344818
1471,11953.398240763036
1480,3574.1428211071816
1482,48004.236177335915
1488,17250.53567975626
1498,-23.67621369963447
1499,641.4808426928452
1500,2170.899828280723
1503,2635.306024122512
1506,9986.907908203628
1511,18636.49711898864
1518,43011.80690087593
1528,37616.27795408567
1530,8856.9410087343
1535,4805.858214966291
1545,-216.8211144916843
1559,19456.11118512922
1564,2239.0679850334714
1570,831.2127093426692
1572,27852.062617823718
1573,9096.668371085541
1578,21331.478245788174
1588,17721.03772829451
1593,12592.699420187137
1594,4847.5053888966595
1596,571.3479774885403
1600,5298.16344741045
1601,1255.3279107446328
1602,1903.1264853845
1610,34570.540207366554
1612,7240.6358827317845
1615,2257.812738596696
1621,4268.082896330669
1625,10422.086913311616
1626,13176.140810824465
1641,14618.063565245386
1645,7556.212403320933
1649,5552.531594899438
1655,19687.012890969625
1657,5405.65260574858
1660,4179.139964484051
1666,3041.3580422523373
1674,1848.5357457641103
1687,18058.510937698073
1691,1135.3360213137241
1699,16333.186187625108
1704,2746.6335962224907
1709,35916.76989390815
1724,2592.0379671117585
1725,5169.760655290284
1726,1050.9144596597262
1728,-145.47638860640532
1730,7550.94240765112
1733,72854.02774360306
1747,5807.937803928466
1749,1117.1423719734792
1754,13314.602403067169
1760,10845.835094021397
1771,15935.065302237886
1772,1046.2953916585714
1775,11938.680160848888
1784,9877.822281945711
1788,2024.9592953547497
1795,16330.46920038738
1796,1430.1672584361809
1798,12489.522445110744
1799,35047.27638962029
1801,966.5065790401653
1807,2123.63133179693
1813,5502.115200735659
1814,1765.24703394516
1817,3126.621866958616
1819,7902.7949550581725
1827,1832.2787757431865
1838,-376.90448704024345
1853,62679.69596138311
1869,46577.90812843985
1889,11994.882810750096
1890,8871.838524306764
1891,1253.533136531177
1895,18205.464790930855
1897,19382.62829102843
1899,1280.7690691279158
1908,1795.4791589809172
1911,1591.6477506978065
1916,3931.959545290381
1921,1764.0614162015684
1922,2917.6027831521637
1930,11595.044903356174
1939,2266.0454073032806
1942,13807.036763681275
1952,50951.27873870415
1956,2428.4892320270815
1958,-1113.438640233802
1962,39510.9835962885
1963,15591.594290711097
1964,79823.42801734214
1966,8155.662814614149
1969,37476.7512527892
1975,5046.870542798262
1984,17943.06293189367
1986,7652.844343979377
1989,211.10504145977168
1991,4681.220250506617
2001,2356.485486524654
2002,49530.83137909995
2011,822.4931748495694
2013,8065.498742308277
2017,1202.5992914505077
2032,3734.9580231514456
2033,1120.6297035062614
2034,36447.06255557829
2035,13180.781102085763
2038,3681.045407459637
2042,660.8362454790183
2043,5188.141072065793
2051,56394.756687003406
2059,38444.568415205395
2061,1546.404083223929
2067,31399.411247087923
2083,25090.687007192795
2084,49683.430090280155
2105,60620.19643886036
2114,27348.701361662268
2116,1000.6227994824229
2119,17418.819308324288
2122,14002.571515898342
2135,29834.062004300875
2137,6051.035696848123
2153,2167.9745843917663
2156,5758.674255564113
2157,51203.4746806306
2164,2572.940840782538
2178,2422.6495851131895
2183,1358.2021308349172
2197,4832.973588689088
2207,31876.381136879038
2213,35668.32445614447
2218,13863.591646170755
2221,41089.66046391561
2222,8331.306808384725
2229,1814.559924927968
2236,5736.852154363552
2238,25521.012427643236
2241,17452.19724086147
2242,9140.232720446991
2246,52868.14140056278
2250,26110.004320083302
2253,5959.2225179430925
2257,15909.30726000073
2268,99122.98673069593
2275,10481.998211682921
2276,22069.021240877322
2285,3741.748354933824
2291,10096.11218015685
2292,13725.284007730315
2297,2447.3194461283774
2298,3006.981516068682
2301,1079.687235534907
2307,-180.13218673772022
2308,11364.355837015866
2309,5274.0307264877765
2312,20771.778363430985
2313,21548.54471672312
2317,9632.904327647128
2340,11307.194052353298
2350,4512.849064871448
2353,10057.521656265475
2357,9953.512139308486
2360,5973.950199069936
2363,2304.005313469759
2364,2405.4442696147207
2367,9560.628369422986
2377,22913.7702847127
2378,934.7193517163045
2385,1660.7272700383808
2388,3276.937893354464
2389,1926.1656484356104
2393,6087.436139354624
2413,1854.0860193748636
2414,56921.03128229602
2415,10428.766967452486
2416,1441.686975919868
2430,12220.476929321543
2432,16444.109248268243
2435,9378.433879689614
2439,9987.14277082023
2440,27042.671411687803
2443,19511.28587800235
2448,12636.231024951006
2463,41942.30944799784
2466,708.4519968842025
2469,2779.959929818303
2471,51270.57398035858
2474,835.86637315168
2482,9693.01081717578
2485,32118.034134300065
2486,290.79374683133744
2493,32074.8298180111
2495,3984.2667517570794
2499,28660.747963200763
2502,753.4279389866493
2504,494.00066289159633
2507,7147.0393538605895
2510,6589.380587449054
2519,423.36579581601535
2530,3213.117326828101
2531,1241.3973772727454
2535,5687.228222166102
2537,1337.0727260175747
2543,16014.166140929252
2552,16203.490564868727
2554,9582.856392619673
2556,6064.495426532191
2566,2421.1827567973996
2573,1565.0547545843904
2576,2517.7434712214085
2578,33270.04067666986
2579,737.9249025255633
2590,67044.31029873023
2593,10229.718210204062
2594,19425.31696125008
2601,39453.587450992614
2609,5090.787093341684
2613,40894.31814744681
2631,5909.466267042207
2644,42756.54607055089
2649,29315.01493619779
2651,18979.502760589705
2654,450.10241175234324
2655,11207.388865435265
2657,11062.324833146817
2663,14644.405412995551
2666,24693.616684945242
2670,1617.7139803537405
2684,10560.548037006602
2686,-1994.5438565975387
2688,10752.720332196523
2701,2301.705958875519
2702,4554.662753686972
2704,20856.98070627482
2714,4776.791033008815
2722,1087.6140988141515
2724,35357.97025592714
2727,9791.91799750812
2733,10811.777895193376
2740,6512.865771985292
2747,944.3139627591476
2757,13910.0860565072
