ID,Production
15,5182.674097234536
16,6041.792711127625
20,15953.979033262445
29,17699.017560810345
34,39259.30168283537
36,3693.3299906928073
40,10039.323672284063
62,40380.83341495745
65,9075.855449780793
75,28009.654034385552
85,19700.831651065026
90,25.94443703073057
98,18373.64026613524
101,11025.939591826484
109,93123.84404701226
110,440.03819448524837
111,3394.2033608555726
115,1673.1720902104794
121,3061.2234302869456
127,1157.8938338501325
134,9229.943987481905
138,964.082237776247
147,1227.9295888572187
160,1597.111072146944
166,2523.325193799774
168,362.71186486567694
171,82943.19684426334
179,13917.804234997038
180,52072.65272423323
184,20272.35455216546
186,3945.472170531345
190,105627.55955261193
191,5104.3039129690205
196,15210.942941218795
200,627.6371514051444
205,236.44781986005046
207,84757.72169591038
210,46645.537580421624
215,12834.742580007101
218,10178.161306026625
224,-963.1685440547913
225,5557.927224829324
232,36404.5771479859
234,11910.694695572845
252,24745.572853069072
253,580.3798561083323
254,39312.84637625937
268,914.4030660333368
272,12282.72311118783
274,55719.4890875383
279,6562.419146190604
284,1996.7263040340117
302,970.5617618185076
306,11551.311545627039
312,1400.1708134922944
314,7500.818088328872
318,50833.06840882617
322,22559.877489494036
325,43023.27847068625
330,955.88040533494
336,1144.6558522610744
345,6594.385049639453
346,35846.21695855963
358,37079.45134303314
362,14995.040803235237
369,1621.3804240510108
371,500.1642876753681
376,134.45674604048236
379,2442.682670465232
389,2205.7705998626225
391,3265.4379822607502
392,6020.716305340019
393,17244.315859237136
400,8022.005115674634
404,3764.2993271132727
405,640.0000764417075
414,1537.4708240401797
430,532.162911798658
443,1266.701228218126
449,19211.97287273731
451,12657.145242067572
455,5629.068823989944
458,7591.894754661453
471,459.5484475144913
476,35112.56507231943
480,26396.426973712572
482,851.1103202703493
484,24459.857315874673
486,389.12003901654884
489,1481.4965167057908
491,26423.199497814472
493,988.72045002052
495,5350.746208434322
498,1572.0110636786085
499,9036.152145310632
503,18425.182633762965
509,6717.0278225444345
512,724.938113215861
514,1519.993269058437
517,994.6044490624979
531,12534.290355185232
533,7440.732979628635
536,-19.046405167004195
541,3668.520895930532
546,1057.2844143378925
562,578.2844006741752
563,9925.43549540431
565,17287.66104072525
584,3663.6214754461644
599,3039.097322567346
601,2466.2292936430285
613,23653.556865373623
615,865.919171541554
