ID,Production
15,5964.324482782576
16,6738.147906267472
20,18989.62441787612
29,21201.233825909323
34,38627.32857725326
36,3504.418549176029
40,12921.917325667904
62,40587.01414574034
65,7614.6103169763455
75,33180.460589355986
85,21611.87759869306
90,569.0441839238335
98,19458.758994043656
101,12604.52680861871
109,107876.33676323507
110,329.38147331451927
111,3665.465580671544
115,1857.2253787717796
121,2923.672671875913
127,1584.5609430631814
134,10483.161418333282
138,1386.412955701433
147,1613.9210656202404
160,1300.195787572147
166,2468.239073078181
168,-194.44499934812484
171,96869.76649579022
179,15722.617603092222
180,63980.50154679766
184,21614.24048586518
186,4861.4273136101465
190,123590.90310652637
191,5272.434669291452
196,17130.775298001266
200,1080.2797409646564
205,242.4130653245921
207,89030.22617946296
210,53569.10946943354
215,12638.285725403082
218,11204.569542539533
224,-1014.4502263611818
225,7180.173578071196
232,36905.06995895851
234,13159.815922820395
252,25448.970176844756
253,992.3490434956294
254,45623.344702932416
268,-390.0954646534486
272,14257.48244044433
274,62735.54644652728
279,7561.682322067311
284,3580.463103819074
302,548.0078416052696
306,12705.903659657475
312,1547.1643259813982
314,8922.240234193583
318,62450.47423005195
322,25441.03071874047
325,47782.69328132753
330,719.5716012201312
336,2124.707498100956
345,7551.349339778671
346,44320.72739000548
358,40624.04165969343
362,14443.559902718942
369,1446.6918976965387
371,727.536731390047
376,567.8064433716775
379,2046.713571757844
389,2381.840141816962
391,3589.835735721306
392,6583.774031811157
393,18322.366958523784
400,7686.962568003155
404,4343.979332608589
405,717.6749333000876
414,1480.8191201316197
430,515.1984250783045
443,1238.3270697028283
449,21754.089120634293
451,13869.305264552891
455,4717.619050399422
458,8228.361730260855
471,-516.7509475621802
476,42385.39577654267
480,30655.26721948818
482,63.68645775820669
484,26865.617670127223
486,-841.494498882949
489,1988.7318468041476
491,29892.430771739782
493,1719.5835184762466
495,6659.40127104014
498,2389.6132128973386
499,9775.785856874569
503,20016.02788418494
509,8633.554933180107
512,650.4666770106988
514,1859.8461258471332
517,1747.551619184956
531,14963.81955396403
533,8360.526491455266
536,-282.0830514928941
541,2645.2310693899813
546,178.40037202412915
562,-270.0029317632104
563,11165.70526046681
565,21694.57690177115
584,4263.365771158236
599,3266.7697877339842
601,3368.33271478387
613,26214.230164793582
615,1418.449633173357
618,45881.40302618037
621,6146.284229951868
625,1222.6857015730545
630,21634.219416552613
633,3496.9462171477653
635,9616.049070519404
650,2410.460983881494
654,17323.820021636137
667,-2767.9956662664185
668,12483.061121427478
681,10102.584610445118
688,2807.7759293751897
693,8644.494391875272
703,118884.4757124218
715,24154.60461062578
723,13991.318160427822
724,8744.242715684153
732,8962.433153537795
740,15226.943809561688
754,1995.5231332797869
757,29581.624627696878
