ID,Production
15,6443.462493896485
16,5678.1201049804695
20,18366.777075195314
29,20579.353625488282
34,41143.3794921875
36,4418.827328491211
40,12348.629138183594
62,43594.22998046875
65,10221.864471435547
75,32335.19851074219
85,21419.319775390628
90,1336.843229675293
98,17800.21141357422
101,11940.224462890626
109,95148.27319335939
110,228.49307136535646
111,4599.940005493165
115,2130.3569717407227
121,3608.3963027954105
127,2515.5762298583986
134,11863.613732910157
138,1336.1320297241211
147,1414.6332420349122
160,1451.6234858036044
166,2699.893817520142
168,1230.1284014701844
171,89587.01801757813
179,15468.760876464845
180,55155.989453125
184,21928.044262695315
186,6295.118591308595
190,108862.65908203126
191,7261.732177734376
196,17097.251123046877
200,1387.9847702026368
205,-196.84401264190674
207,89166.0322265625
210,52500.90017089844
215,14193.813342285157
218,10719.211035156251
224,-841.395474267006
225,8676.926287841798
232,38441.77559814454
234,13213.508435058595
252,23998.38659667969
253,846.3300735473633
254,42422.206835937504
268,348.8333888053894
272,13729.381848144532
274,69852.84265136719
279,7138.593259239197
284,6519.743170166016
302,1635.424613952637
306,13552.349389648438
312,1102.02653465271
314,9948.390466308594
318,48469.96802978516
322,22069.51376953125
325,49903.579418945315
330,261.2034925699234
336,2408.708853149414
345,8636.71116333008
346,41883.9888671875
358,41162.37355957032
362,16846.538739013675
369,2064.2473678588867
371,1323.618472290039
376,550.9654373168946
379,1797.2816722869875
389,1828.296755218506
391,4576.048709106446
392,5799.064379882813
393,19167.375390625002
400,8944.309338378907
404,5914.307104492188
405,1507.9962371826173
414,1616.2854263305665
430,1075.1595054626466
443,1098.4071937561037
449,21082.68405761719
451,13888.435443115235
455,7878.128497314454
458,9149.84934692383
471,945.5890966415406
476,36085.49946289063
480,29541.95435791016
482,-132.66774129867554
484,26445.38171386719
486,-910.8677785873414
489,2538.376405334473
491,25170.925634765626
493,1788.0115463256836
495,8344.319427490234
498,1686.5821754455567
499,10066.472485351564
503,20537.060424804688
509,10382.981774902344
512,1197.622927093506
514,1701.7740959167481
517,1381.0370086669923
531,14330.395623779297
533,8960.188977050782
536,-880.9228567123414
541,4182.6324066162115
546,2100.9206861495973
562,873.2067560195924
563,12535.005319213868
565,19714.075122070313
584,5367.023333740235
599,3483.638224029541
601,3811.7410781860353
613,25839.020208740236
615,1375.1361404418947
618,46555.594604492195
621,7942.29896850586
625,1932.9494201660157
630,23146.98552246094
633,2505.8923660278324
635,9672.4353515625
650,2103.1121406555176
654,18978.691955566406
667,-346.8324915200472
668,12240.328820800782
681,9385.625592041017
688,2227.027368927002
693,9514.175469970703
703,102436.20180664063
715,24644.051013183594
723,15261.33044433594
724,11727.793676757814
732,8526.317529296875
740,14161.882727050783
